"pa","mpc1","mpc2","mpc3"
5671,427060.565623894,427060.565623894,427060.565623894
5681,428190.654079465,428190.654079465,428190.654079465
5691,429321.737594313,429321.737594313,429321.737594313
5701,430453.815293813,430453.815293813,430453.815293813
5711,431586.886305643,431586.886305643,431586.886305643
5721,432720.949759773,432720.949759773,432720.949759773
5731,433856.004788455,433856.004788455,433856.004788455
5741,434992.050526214,434992.050526214,434992.050526214
5751,436129.086109835,436129.086109835,436129.086109835
5761,437267.110678359,437267.110678359,437267.110678359
5771,438406.123373066,438406.123373066,438406.123373066
5781,439546.123337472,439546.123337472,439546.123337472
5791,440687.109717314,440687.109717314,440687.109717314
5801,441829.081660544,441829.081660544,441829.081660544
5811,442972.038317319,442972.038317319,442972.038317319
5821,444115.978839987,444115.978839987,444115.978839987
5831,445260.902383086,445260.902383086,445260.902383086
5841,446406.808103326,446406.808103326,446406.808103326
5851,447553.695159586,447553.695159586,447553.695159586
5861,448701.562712902,448701.562712902,448701.562712902
5871,449850.409926455,449850.409926455,449850.409926455
5881,451000.23596557,451000.23596557,451000.23596557
5891,452151.039997698,452151.039997698,452151.039997698
5901,453302.821192412,453302.821192412,453302.821192412
5911,454455.578721397,454455.578721397,454455.578721397
5921,455609.311758441,455609.311758441,455609.311758441
5931,456764.019479424,456764.019479424,456764.019479424
5941,457919.701062315,457919.701062315,457919.701062315
5951,459076.355687156,459076.355687156,459076.355687156
5961,460233.982536057,460233.982536057,460233.982536057
5971,461392.58079319,461392.58079319,461392.58079319
5981,462552.149644773,462552.149644773,462552.149644773
5991,463712.688279068,463712.688279068,463712.688279068
6001,464874.195886371,464874.195886371,464874.195886371
6011,466036.671659001,466036.671659001,466036.671659001
6021,467200.114791296,467200.114791296,467200.114791296
6031,468364.524479598,468364.524479598,468364.524479598
6041,469529.899922252,469529.899922252,469529.899922252
6051,470696.240319593,470696.240319593,470696.240319593
6061,471863.544873939,471863.544873939,471863.544873939
6071,473031.812789584,473031.812789584,473031.812789584
6081,474201.043272787,474201.043272787,474201.043272787
6091,475371.235531768,475371.235531768,475371.235531768
6101,476542.388776696,476542.388776696,476542.388776696
6111,477714.502219683,477714.502219683,477714.502219683
6121,478887.575074777,478887.575074777,478887.575074777
6131,480061.60655795,480061.60655795,480061.60655795
6141,481236.595887096,481236.595887096,481236.595887096
6151,482412.542282018,482412.542282018,482412.542282018
6161,483589.444964424,483589.444964424,483589.444964424
6171,484767.303157917,484767.303157917,484767.303157917
6181,485946.116087988,485946.116087988,485946.116087988
6191,487125.882982007,487125.882982007,487125.882982007
6201,488306.603069219,488306.603069219,488306.603069219
6211,489488.275580733,489488.275580733,489488.275580733
6221,490670.899749516,490670.899749516,490670.899749516
6231,491854.474810385,491854.474810385,491854.474810385
6241,493039,493039,493039
6251,494224.474556856,494224.474556856,494224.474556856
6261,495410.897721275,495410.897721275,495410.897721275
6271,496598.268735403,496598.268735403,496598.268735403
6281,497786.586843197,497786.586843197,497786.586843197
6291,498975.851290421,498975.851290421,498975.851290421
6301,500166.061324636,500166.061324636,500166.061324636
6311,501357.2161952,501357.2161952,501357.2161952
6321,502549.315153249,502549.315153249,502549.315153249
6331,503742.357451704,503742.357451704,503742.357451704
6341,504936.34234525,504936.34234525,504936.34234525
6351,506131.269090342,506131.269090342,506131.269090342
6361,507327.136945187,507327.136945187,507327.136945187
6371,508523.945169743,508523.945169743,508523.945169743
6381,509721.693025714,509721.693025714,509721.693025714
6391,510920.379776536,510920.379776536,510920.379776536
6401,512120.004687378,512120.004687378,512120.004687378
6411,513320.567025129,513320.567025129,513320.567025129
6421,514522.066058396,514522.066058396,514522.066058396
6431,515724.501057493,515724.501057493,515724.501057493
6441,516927.871294439,516927.871294439,516927.871294439
6451,518132.176042948,518132.176042948,518132.176042948
6461,519337.414578422,519337.414578422,519337.414578422
6471,520543.586177949,520543.586177949,520543.586177949
6481,521750.690120291,521750.690120291,521750.690120291
6491,522958.72568588,522958.72568588,522958.72568588
6501,524167.692156814,524167.692156814,524167.692156814
6511,525377.588816843,525377.588816843,525377.588816843
6521,526588.414951374,526588.414951374,526588.414951374
6531,527800.169847453,527800.169847453,527800.169847453
6541,529012.852793767,529012.852793767,529012.852793767
6551,530226.463080635,530226.463080635,530226.463080635
6561,531441,531441,531441
6571,532656.462845425,532656.462845425,532656.462845425
6581,533872.850912087,533872.850912087,533872.850912087
6591,535090.16349677,535090.16349677,535090.16349677
6601,536308.399897857,536308.399897857,536308.399897857
6611,537527.559415329,537527.559415329,537527.559415329
6621,538747.641350753,538747.641350753,538747.641350753
6631,539968.645007282,539968.645007282,539968.645007282
6641,541190.569689643,541190.569689643,541190.569689643
6651,542413.414704135,542413.414704135,542413.414704135
6661,543637.179358623,543637.179358623,543637.179358623
6671,544861.862962531,544861.862962531,544861.862962531
6681,546087.464826835,546087.464826835,546087.464826835
6691,547313.98426406,547313.98426406,547313.98426406
6701,548541.420588272,548541.420588272,548541.420588272
6711,549769.773115074,549769.773115074,549769.773115074
6721,550999.041161598,550999.041161598,550999.041161598
6731,552229.224046501,552229.224046501,552229.224046501
6741,553460.321089959,553460.321089959,553460.321089959
6751,554692.331613661,554692.331613661,554692.331613661
6761,555925.254940806,555925.254940806,555925.254940806
6771,557159.090396091,557159.090396091,557159.090396091
6781,558393.837305714,558393.837305714,558393.837305714
6791,559629.49499736,559629.49499736,559629.49499736
6801,560866.062800202,560866.062800202,560866.062800202
6811,562103.540044892,562103.540044892,562103.540044892
6821,563341.926063559,563341.926063559,563341.926063559
6831,564581.220189797,564581.220189797,564581.220189797
6841,565821.421758668,565821.421758668,565821.421758668
6851,567062.530106689,567062.530106689,567062.530106689
6861,568304.544571834,568304.544571834,568304.544571834
6871,569547.464493522,569547.464493522,569547.464493522
6881,570791.289212616,570791.289212616,570791.289212616
6891,572036.018071415,572036.018071415,572036.018071415
6901,573281.650413651,573281.650413651,573281.650413651
6911,574528.185584485,574528.185584485,574528.185584485
6921,575775.622930495,575775.622930495,575775.622930495
6931,577023.961799681,577023.961799681,577023.961799681
6941,578273.201541451,578273.201541451,578273.201541451
6951,579523.341506621,579523.341506621,579523.341506621
6961,580774.381047408,580774.381047408,580774.381047408
6971,582026.319517425,582026.319517425,582026.319517425
6981,583279.156271677,583279.156271677,583279.156271677
6991,584532.890666556,584532.890666556,584532.890666556
7001,585787.522059834,585787.522059834,585787.522059834
7011,587043.049810659,587043.049810659,587043.049810659
7021,588299.473279553,588299.473279553,588299.473279553
7031,589556.791828404,589556.791828404,589556.791828404
7041,590815.00482046,590815.00482046,590815.00482046
7051,592074.111620327,592074.111620327,592074.111620327
7061,593334.111593965,593334.111593965,593334.111593965
7071,594595.004108679,594595.004108679,594595.004108679
7081,595856.788533117,595856.788533117,595856.788533117
7091,597119.464237266,597119.464237266,597119.464237266
7101,598383.030592446,598383.030592446,598383.030592446
7111,599647.486971304,599647.486971304,599647.486971304
7121,600912.832747812,600912.832747812,600912.832747812
7131,602179.067297262,602179.067297262,602179.067297262
7141,603446.189996258,603446.189996258,603446.189996258
7151,604714.200222717,604714.200222717,604714.200222717
7161,605983.097355859,605983.097355859,605983.097355859
7171,607252.880776205,607252.880776205,607252.880776205
7181,608523.549865574,608523.549865574,608523.549865574
7191,609795.104007075,609795.104007075,609795.104007075
7201,611067.542585106,611067.542585106,611067.542585106
7211,612340.864985345,612340.864985345,612340.864985345
7221,613615.07059475,613615.07059475,613615.07059475
7231,614890.158801554,614890.158801554,614890.158801554
7241,616166.128995257,616166.128995257,616166.128995257
7251,617442.980566627,617442.980566627,617442.980566627
7261,618720.71290769,618720.71290769,618720.71290769
7271,619999.32541173,619999.32541173,619999.32541173
7281,621278.817473282,621278.817473282,621278.817473282
7291,622559.188488131,622559.188488131,622559.188488131
7301,623840.437853302,623840.437853302,623840.437853302
7311,625122.564967063,625122.564967063,625122.564967063
7321,626405.569228914,626405.569228914,626405.569228914
7331,627689.450039588,627689.450039588,627689.450039588
7341,628974.206801042,628974.206801042,628974.206801042
7351,630259.838916458,630259.838916458,630259.838916458
7361,631546.345790236,631546.345790236,631546.345790236
7371,632833.726827988,632833.726827988,632833.726827988
7381,634121.981436537,634121.981436537,634121.981436537
7391,635411.109023914,635411.109023914,635411.109023914
7401,636701.108999348,636701.108999348,636701.108999348
7411,637991.98077327,637991.98077327,637991.98077327
7421,639283.7237573,639283.7237573,639283.7237573
7431,640576.337364252,640576.337364252,640576.337364252
7441,641869.821008123,641869.821008123,641869.821008123
7451,643164.174104093,643164.174104093,643164.174104093
7461,644459.396068519,644459.396068519,644459.396068519
7471,645755.486318932,645755.486318932,645755.486318932
7481,647052.444274033,647052.444274033,647052.444274033
7491,648350.269353688,648350.269353688,648350.269353688
7501,649648.960978927,649648.960978927,649648.960978927
7511,650948.518571937,650948.518571937,650948.518571937
7521,652248.94155606,652248.94155606,652248.94155606
7531,653550.229355786,653550.229355786,653550.229355786
7541,654852.381396754,654852.381396754,654852.381396754
7551,656155.397105747,656155.397105747,656155.397105747
7561,657459.275910683,657459.275910683,657459.275910683
7571,658764.01724062,658764.01724062,658764.01724062
7581,660069.620525744,660069.620525744,660069.620525744
7591,661376.085197371,661376.085197371,661376.085197371
7601,662683.410687939,662683.410687939,662683.410687939
7611,663991.596431009,663991.596431009,663991.596431009
7621,665300.641861257,665300.641861257,665300.641861257
7631,666610.546414471,666610.546414471,666610.546414471
7641,667921.309527552,667921.309527552,667921.309527552
7651,669232.930638503,669232.930638503,669232.930638503
7661,670545.409186432,670545.409186432,670545.409186432
7671,671858.744611544,671858.744611544,671858.744611544
7681,673172.936355139,673172.936355139,673172.936355139
7691,674487.983859609,674487.983859609,674487.983859609
7701,675803.886568433,675803.886568433,675803.886568433
7711,677120.643926177,677120.643926177,677120.643926177
7721,678438.255378483,678438.255378483,678438.255378483
7731,679756.720372076,679756.720372076,679756.720372076
7741,681076.038354749,681076.038354749,681076.038354749
7751,682396.208775371,682396.208775371,682396.208775371
7761,683717.231083874,683717.231083874,683717.231083874
7771,685039.104731255,685039.104731255,685039.104731255
7781,686361.829169571,686361.829169571,686361.829169571
7791,687685.403851936,687685.403851936,687685.403851936
7801,689009.828232515,689009.828232515,689009.828232515
7811,690335.101766526,690335.101766526,690335.101766526
7821,691661.223910232,691661.223910232,691661.223910232
7831,692988.194120939,692988.194120939,692988.194120939
7841,694316.011856993,694316.011856993,694316.011856993
7851,695644.676577777,695644.676577777,695644.676577777
7861,696974.187743707,696974.187743707,696974.187743707
7871,698304.544816228,698304.544816228,698304.544816228
7881,699635.747257814,699635.747257814,699635.747257814
7891,700967.79453196,700967.79453196,700967.79453196
7901,702300.686103182,702300.686103182,702300.686103182
7911,703634.421437013,703634.421437013,703634.421437013
7921,704969,704969,704969
7931,706304.4212597,706304.4212597,706304.4212597
7941,707640.684684678,707640.684684678,707640.684684678
7951,708977.789744503,708977.789744503,708977.789744503
7961,710315.735909743,710315.735909743,710315.735909743
7971,711654.522651968,711654.522651968,711654.522651968
7981,712994.149443738,712994.149443738,712994.149443738
7991,714334.615758609,714334.615758609,714334.615758609
8001,715675.921071123,715675.921071123,715675.921071123
8011,717018.064856807,717018.064856807,717018.064856807
8021,718361.046592172,718361.046592172,718361.046592172
8031,719704.865754706,719704.865754706,719704.865754706
8041,721049.521822877,721049.521822877,721049.521822877
8051,722395.014276123,722395.014276123,722395.014276123
8061,723741.342594853,723741.342594853,723741.342594853
8071,725088.506260443,725088.506260443,725088.506260443
8081,726436.504755233,726436.504755233,726436.504755233
8091,727785.337562526,727785.337562526,727785.337562526
8101,729135.004166581,729135.004166581,729135.004166581
8111,730485.504052613,730485.504052613,730485.504052613
8121,731836.836706789,731836.836706789,731836.836706789
8131,733189.001616227,733189.001616227,733189.001616227
8141,734541.998268989,734541.998268989,734541.998268989
8151,735895.826154083,735895.826154083,735895.826154083
8161,737250.484761455,737250.484761455,737250.484761455
8171,738605.97358199,738605.97358199,738605.97358199
8181,739962.29210751,739962.29210751,739962.29210751
8191,741319.439830765,741319.439830765,741319.439830765
